state,state_id,county_name,county_id,total_population,percent_non_white,hispanic,percent_hispanic,white,percent_white,black,percent_black,amer_indian,percent_ai,asian,percent_asian,nat_haw_pac_isl,percent_nh,other,percent_other
TX,48,NAVARRO,349,45124,0.335253967,7113,0.157632302,29596,0.655881571,7521,0.166674054,143,0.003169045,191,0.004232781,143,0.003169045,17,0.00037674
TX,48,NEWTON,351,15072,0.251791402,571,0.03788482,11157,0.740246815,3100,0.205679406,78,0.005175159,39,0.00258758,5,0.000331741,2,0.000132696
TX,48,NOLAN,353,15802,0.329388701,4431,0.280407543,10480,0.663207189,713,0.045120871,25,0.001582078,33,0.002088343,1,6.33E-05,2,0.000126566
TX,48,NUECES,355,313645,0.613763969,174951,0.557799423,118178,0.376789045,12718,0.040549028,933,0.002974701,3458,0.011025204,136,0.000433611,308,0.000982002
TX,48,OCHILTREE,357,9006,0.330002221,2863,0.317899178,5972,0.66311348,8,0.000888297,64,0.007106374,32,0.003553187,1,0.000111037,4,0.000444148
TX,48,OLDHAM,359,2185,0.144622426,241,0.110297483,1852,0.847597254,41,0.018764302,26,0.011899314,8,0.003661327,0,0,0,0
TX,48,ORANGE,361,84966,0.132241133,3073,0.036167408,72955,0.858637573,7080,0.083327449,391,0.004601841,652,0.007673658,19,0.000223619,21,0.000247158
TX,48,PALO PINTO,363,27026,0.169540444,3667,0.135684156,22163,0.820062162,617,0.022829868,140,0.005180197,137,0.005069193,4,0.000148006,17,0.000629024
TX,48,PANOLA,365,22756,0.217437115,798,0.035067674,17629,0.774696783,4013,0.176349095,74,0.00325189,53,0.002329056,1,4.39E-05,9,0.0003955
TX,48,PARKER,367,88495,0.097892536,6211,0.070184756,78980,0.892479801,1559,0.017616815,518,0.005853438,298,0.003367422,19,0.000214701,58,0.000655404
TX,48,PARMER,369,10016,0.507288339,4927,0.491912939,4876,0.486821086,93,0.009285144,31,0.003095048,28,0.002795527,0,0,2,0.000199681
TX,48,PECOS,371,16809,0.65911119,10262,0.610506276,5607,0.333571301,700,0.041644357,32,0.001903742,73,0.004342912,0,0,12,0.000713903
TX,48,POLK,373,41133,0.243867421,3861,0.093866239,30723,0.746918533,5357,0.130236064,649,0.015778086,156,0.003792575,3,7.29E-05,5,0.000121557
TX,48,POTTER,375,113546,0.409798671,31921,0.281128353,65470,0.576594508,11047,0.097290966,682,0.006006376,2768,0.024377785,27,0.000237789,86,0.000757402
TX,48,PRESIDIO,377,7304,0.848713035,6162,0.843647317,1079,0.147727273,10,0.001369113,13,0.001779847,6,0.000821468,1,0.000136911,7,0.000958379
TX,48,RAINS,379,9139,0.095415254,505,0.055257687,8183,0.895393369,263,0.028777766,67,0.007331218,30,0.003282635,1,0.000109421,6,0.000656527
TX,48,RANDALL,381,104312,0.132976072,10718,0.102749444,89426,0.857293504,1513,0.014504563,525,0.005032978,1048,0.010046783,21,0.000201319,46,0.000440985
TX,48,REAGAN,383,3326,0.5288635,1646,0.494888755,1545,0.464521948,94,0.028262177,10,0.003006615,9,0.002705953,0,0,0,0
TX,48,REAL,385,3047,0.233672465,688,0.225795865,2306,0.756809977,5,0.001640958,12,0.0039383,6,0.00196915,1,0.000328192,0,0
TX,48,RED RIVER,387,14314,0.231032593,669,0.04673746,10868,0.759256672,2538,0.177308928,79,0.005519072,17,0.001187648,1,6.99E-05,3,0.000209585
TX,48,REEVES,389,13137,0.758240085,9640,0.733805283,3131,0.238334475,238,0.018116769,34,0.00258811,46,0.00350156,0,0,3,0.000228363
TX,48,REFUGIO,391,7828,0.520183955,3490,0.445835462,3703,0.473045478,521,0.066555953,27,0.003449157,20,0.002554931,3,0.00038324,11,0.001405212
TX,48,ROBERTS,393,887,0.036076663,28,0.03156708,850,0.958286359,3,0.003382187,0,0,1,0.001127396,0,0,0,0
TX,48,ROBERTSON,395,16000,0.391875,2359,0.1474375,9580,0.59875,3830,0.239375,43,0.0026875,26,0.001625,4,0.00025,8,5.00E-04
TX,48,ROCKWALL,397,43080,0.159888579,4771,0.110747447,35817,0.831406685,1374,0.03189415,143,0.003319406,555,0.012883008,14,0.000324977,31,0.000719591
TX,48,RUNNELS,399,11495,0.313353632,3372,0.293344933,7793,0.677946933,154,0.013397129,30,0.00260983,37,0.003218791,2,0.000173989,7,0.00060896
TX,48,RUSK,401,47372,0.281052071,3998,0.084395846,33737,0.712171747,9037,0.190766698,143,0.003018661,112,0.002364266,3,6.33E-05,21,0.0004433
TX,48,SABINE,403,10469,0.121406055,189,0.0180533,9115,0.870665775,1039,0.099245391,29,0.002770083,9,0.000859681,3,0.00028656,2,0.00019104
TX,48,SAN AUGUSTINE,405,8946,0.316789627,320,0.035770177,6066,0.67806841,2484,0.277665996,11,0.0012296,18,0.002012072,0,0,1,0.000111782
TX,48,SAN JACINTO,407,22246,0.182055201,1084,0.048727861,17972,0.807875573,2796,0.125685516,81,0.003641104,63,0.00283197,15,0.000674279,11,0.000494471
TX,48,SAN PATRICIO,409,67138,0.531829962,33181,0.494220859,30749,0.457996961,1767,0.026318925,233,0.003470464,389,0.005794036,58,0.000863892,78,0.001161786
TX,48,SAN SABA,411,6186,0.247332687,1333,0.215486583,4622,0.747171031,160,0.025864856,26,0.004203039,5,0.000808277,0,0,6,0.000969932
TX,48,SCHLEICHER,413,2935,0.451107327,1278,0.435434412,1595,0.543441227,32,0.010902896,1,0.000340716,5,0.001703578,1,0.000340716,7,0.002385009
TX,48,SCURRY,415,16361,0.343194161,4544,0.277733635,10672,0.652282868,984,0.060143023,50,0.003056048,36,0.002200355,0,0,1,6.11E-05
TX,48,SHACKELFORD,417,3302,0.082677166,251,0.076014537,3014,0.912780133,9,0.002725621,13,0.003937008,0,0,0,0,0,0
TX,48,SHELBY,419,25224,0.298089122,2489,0.098675864,17564,0.696320964,4881,0.193506185,75,0.002973359,57,0.002259753,3,0.000118934,14,0.000555027
TX,48,SHERMAN,421,3186,0.284055242,874,0.274325173,2263,0.710295041,15,0.004708098,15,0.004708098,1,0.000313873,0,0,0,0
TX,48,SMITH,423,174706,0.312301809,19521,0.111736288,118598,0.678843314,33129,0.189627145,562,0.003216833,1201,0.006874406,29,0.000165993,119,0.000681144
TX,48,SOMERVELL,425,6809,0.145102071,915,0.134380966,5763,0.846379791,13,0.001909238,39,0.005727713,17,0.002496696,0,0,4,0.000587458
TX,48,STARR,427,53597,0.979121966,52278,0.975390414,1082,0.020187697,6,0.000111947,27,0.00050376,141,0.002630744,15,0.000279866,11,0.000205235
TX,48,STEPHENS,429,9674,0.180173662,1418,0.146578458,7861,0.812590449,277,0.02863345,17,0.001757288,27,0.002790986,2,0.00020674,2,0.00020674
TX,48,STERLING,431,1393,0.313711414,432,0.310122039,955,0.685570711,1,0.000717875,3,0.002153625,0,0,1,0.000717875,0,0
TX,48,STONEWALL,433,1693,0.152982871,199,0.117542823,1412,0.834022445,48,0.028352038,6,0.003544005,6,0.003544005,0,0,0,0
TX,48,SUTTON,435,4077,0.522688251,2106,0.516556291,1934,0.474368408,7,0.001716949,11,0.002698062,7,0.001716949,0,0,0,0
TX,48,SWISHER,437,8378,0.414776796,2951,0.352232036,4849,0.578777751,487,0.058128432,31,0.003700167,5,0.000596801,1,0.00011936,0,0
TX,48,TARRANT,439,1446219,0.366205258,285290,0.197266113,895253,0.619030036,182713,0.126338404,5971,0.004128697,52057,0.03599524,2042,0.001411958,1540,0.001064846
TX,48,TAYLOR,441,126555,0.258851881,22328,0.17642922,91999,0.726948757,8243,0.065133736,494,0.003903441,1523,0.012034293,67,0.000529414,104,0.000821777
TX,48,TERRELL,443,1081,0.509713229,525,0.485661425,529,0.489361702,0,0,18,0.016651249,7,0.006475486,0,0,1,0.000925069
TX,48,TERRY,445,12761,0.494318628,5626,0.44087454,6351,0.497688269,617,0.048350443,31,0.002429277,18,0.001410548,3,0.000235091,13,0.001018729
TX,48,THROCKMORTON,447,1850,0.098918921,173,0.093513514,1655,0.894594595,1,0.000540541,7,0.003783784,1,0.000540541,0,0,1,0.000540541
TX,48,TITUS,449,28118,0.396969912,7960,0.283092681,16782,0.596841881,2970,0.105626289,96,0.003414183,120,0.004267729,3,0.000106693,13,0.000462337
TX,48,TOM GREEN,451,104010,0.360003845,31946,0.307143544,65508,0.629824055,4122,0.039630805,380,0.003653495,855,0.008220363,53,0.000509566,88,0.000846072
TX,48,TRAVIS,453,812280,0.421298076,229048,0.281981583,457817,0.563619688,73242,0.090168415,2261,0.002783523,35842,0.044125179,390,0.00048013,1429,0.001759246
TX,48,TRINITY,455,13779,0.173089509,668,0.04847957,11289,0.819290224,1635,0.118658829,50,0.00362871,31,0.0022498,0,0,1,7.26E-05
TX,48,TYLER,457,20871,0.162043024,742,0.035551722,17290,0.828422213,2491,0.119352211,87,0.004168463,41,0.001964448,4,0.000191653,17,0.000814527
TX,48,UPSHUR,459,35291,0.148593126,1394,0.039500156,29728,0.842367742,3557,0.10079057,191,0.005412145,65,0.001841829,7,0.000198351,30,0.000850075
TX,48,UPTON,461,3404,0.449764983,1449,0.425675676,1854,0.544653349,52,0.015276146,28,0.008225617,0,0,2,0.000587544,0,0
TX,48,UVALDE,463,25926,0.667785193,17089,0.65914526,8471,0.326737638,66,0.002545707,58,0.002237136,87,0.003355705,2,7.71E-05,11,0.000424285
TX,48,VAL VERDE,465,44856,0.777220438,33849,0.754614767,9734,0.217005529,609,0.013576779,129,0.002875869,235,0.005238987,12,0.000267523,29,0.000646513
TX,48,VAN ZANDT,467,48140,0.102222683,3201,0.06649356,42619,0.885313668,1390,0.028874117,231,0.004798504,84,0.001744911,10,0.000207727,5,0.000103864
TX,48,VICTORIA,469,84088,0.463514415,32959,0.391958425,44490,0.529088574,5137,0.061090762,197,0.002342784,635,0.007551613,9,0.000107031,39,0.0004638
TX,48,WALKER,471,61758,0.390427151,8712,0.141066744,37090,0.600569967,14672,0.23757246,169,0.002736488,464,0.007513197,25,0.000404806,70,0.001133456
TX,48,WALLER,473,32663,0.492238877,6344,0.194225882,16289,0.498698834,9496,0.29072651,88,0.00269418,121,0.003704497,3,9.18E-05,26,0.000796008
TX,48,WARD,475,10909,0.47126226,4580,0.419836832,5695,0.522046017,476,0.043633697,48,0.004400037,31,0.00284169,3,0.000275002,3,0.000275002
TX,48,WASHINGTON,477,30373,0.285516718,2647,0.087149771,21515,0.708359398,5604,0.184505976,49,0.001613275,363,0.011951404,1,3.29E-05,8,0.000263392
TX,48,WEBB,479,193117,0.949315749,182070,0.942796336,9508,0.049234402,294,0.001522393,144,0.000745662,783,0.004054537,16,8.29E-05,22,0.000113921
TX,48,WHARTON,481,41188,0.465014082,12888,0.312906672,21832,0.530057298,6060,0.147130232,59,0.001432456,113,0.002743518,18,0.00043702,15,0.000364184
TX,48,WHEELER,483,5284,0.163323239,664,0.125662377,4386,0.83005299,137,0.025927328,29,0.005488266,29,0.005488266,4,0.000757002,0,0
TX,48,WICHITA,485,131664,0.249772147,16097,0.122258172,96490,0.732850286,13243,0.100581784,919,0.006979888,2386,0.018121886,99,0.000751914,142,0.001078503
TX,48,WILBARGER,487,14676,0.30478332,3015,0.205437449,10083,0.687040065,1278,0.087080948,78,0.0053148,91,0.0062006,4,0.000272554,7,0.000476969
TX,48,WILLACY,489,20082,0.879842646,17209,0.85693656,2350,0.117020217,401,0.019968131,24,0.0011951,21,0.001045713,0,0,14,0.000697142
TX,48,WILLIAMSON,491,249967,0.252301303,42990,0.171982702,183847,0.735485084,12444,0.049782571,759,0.003036401,6483,0.025935423,161,0.000644085,230,0.000920121
TX,48,WILSON,493,32408,0.383331276,11834,0.365156751,19728,0.608738583,361,0.011139225,101,0.003116514,93,0.002869662,12,0.000370279,22,0.000678845
TX,48,WINKLER,495,7173,0.462010317,3156,0.439983271,3825,0.533249686,127,0.017705284,21,0.002927645,10,0.001394117,0,0,0,0
TX,48,WISE,497,48793,0.128891441,5248,0.107556412,41991,0.860594757,584,0.01196893,309,0.006332876,107,0.002192938,21,0.00043039,20,0.000409895
TX,48,WOOD,499,36752,0.125380931,2102,0.057194166,31848,0.866565085,2243,0.061030692,167,0.00454397,69,0.001877449,8,0.000217675,19,0.000516979
TX,48,YOAKUM,501,7322,0.478557771,3363,0.459300738,3793,0.518027861,92,0.012564873,37,0.005053264,9,0.001229172,1,0.000136575,2,0.000273149
TX,48,YOUNG,503,17943,0.126065875,1906,0.106225269,15519,0.864905534,217,0.012093853,78,0.004347099,46,0.002563674,8,0.000445856,7,0.000390124
TX,48,ZAPATA,505,12182,0.851748494,10328,0.847808242,1771,0.145378427,22,0.001805943,8,0.000656707,17,0.001395502,1,8.21E-05,0,0
TX,48,ZAVALA,507,11600,0.918275848,10582,0.912241379,924,0.079655172,43,0.003706897,17,0.001465517,8,0.000689655,1,8.62E-05,1,8.62E-05
UT,49,BEAVER,1,6005,0.073605328,333,0.055453789,5491,0.914404663,16,0.002664446,53,0.008825978,35,0.005828476,5,0.000832639,0,0
UT,49,BOX ELDER,3,42745,0.084969002,2791,0.065294186,38717,0.905766756,66,0.00154404,329,0.007696807,400,0.00935782,33,0.00077202,13,0.000304129
UT,49,CACHE,5,91391,0.09415588,5786,0.063310392,81989,0.897123349,319,0.003490497,466,0.00509897,1803,0.01972842,178,0.001947675,53,0.000579926
UT,49,CARBON,7,20422,0.119430027,2097,0.102683381,17671,0.865292332,52,0.002546274,190,0.009303692,70,0.003427676,6,0.000293801,24,0.001175203
UT,49,DAGGETT,9,921,0.064060803,47,0.051031488,853,0.92616721,4,0.004343105,7,0.007600434,1,0.001085776,0,0,0,0
UT,49,DAVIS,11,238994,0.087998025,12955,0.054206382,214636,0.898081123,2521,0.010548382,1174,0.004912257,3568,0.014929245,609,0.002548181,204,0.000853578
UT,49,DUCHESNE,13,14371,0.089972862,508,0.035348967,12764,0.88817758,18,0.001252522,723,0.050309651,27,0.001878784,8,0.000556677,9,0.000626261
UT,49,EMERY,15,10860,0.064732965,568,0.052302026,10050,0.925414365,19,0.00174954,63,0.005801105,34,0.003130755,10,0.00092081,9,0.000828729
UT,49,GARFIELD,17,4735,0.051319957,136,0.028722281,4440,0.937697994,8,0.001689546,74,0.0156283,18,0.003801478,2,0.000422386,5,0.001055966
UT,49,GRAND,19,8485,0.097466117,471,0.055509723,7568,0.89192693,18,0.002121391,311,0.036652917,17,0.002003536,2,0.00023571,8,0.00094284
UT,49,IRON,21,33779,0.075727523,1383,0.040942597,30829,0.912667634,108,0.003197253,692,0.020486101,249,0.007371444,88,0.002605169,38,0.001124959
UT,49,JUAB,23,8238,0.041514931,217,0.026341345,7844,0.952172857,9,0.001092498,80,0.009711095,27,0.003277495,3,0.000364166,6,0.000728332
UT,49,KANE,25,6046,0.04151505,140,0.023155805,5724,0.946741647,2,0.000330797,90,0.014885875,13,0.002150182,2,0.000330797,4,0.000661594
UT,49,MILLARD,27,12405,0.091817816,891,0.071825877,11168,0.900282144,13,0.001047965,144,0.011608222,59,0.004756147,25,0.002015316,7,0.000564289
UT,49,MORGAN,29,7129,0.018375648,103,0.014448029,6937,0.973067751,2,0.000280544,13,0.001823538,10,0.001402721,0,0,3,0.000420816
UT,49,PIUTE,31,1435,0.058536584,64,0.044599303,1339,0.933101045,2,0.001393728,13,0.009059233,3,0.002090592,1,0.000696864,1,0.000696864
UT,49,RICH,33,1961,0.022947476,36,0.018357981,1908,0.972972973,0,0,1,0.000509944,8,0.004079551,0,0,0,0
UT,49,SALT LAKE,35,898387,0.173942855,106787,0.118865255,727197,0.809447376,8501,0.009462514,6487,0.007220719,22716,0.025285317,10865,0.012093897,912,0.001015153
UT,49,SAN JUAN,37,14413,0.593006314,540,0.037466176,5710,0.396170124,18,0.001248873,7948,0.551446611,25,0.001734545,5,0.000346909,11,0.0007632
UT,49,SANPETE,39,22763,0.085533541,1510,0.06633572,20590,0.904538066,61,0.002679787,185,0.008127224,109,0.004788473,78,0.003426613,4,0.000175724
UT,49,SEVIER,41,18842,0.050100839,481,0.025528076,17752,0.942150515,49,0.002600573,346,0.018363231,48,0.0025475,16,0.000849167,4,0.000212292
UT,49,SUMMIT,43,29736,0.096179717,2406,0.080912026,26608,0.894807641,54,0.001815981,76,0.002555825,283,0.009517084,13,0.000437181,28,0.00094162
UT,49,TOOELE,45,40735,0.137793052,4214,0.103449122,34497,0.846863876,480,0.011783479,600,0.014729348,234,0.005744446,64,0.00157113,21,0.000515527
UT,49,UINTAH,47,25224,0.12947986,894,0.035442436,21662,0.858785284,26,0.001030764,2264,0.089755788,56,0.002220108,19,0.000753251,7,0.000277513
UT,49,UTAH,49,368536,0.094823843,25791,0.069982308,328797,0.892170643,1002,0.002718866,1881,0.005103979,3855,0.010460308,2089,0.005668374,328,0.000890008
UT,49,WASATCH,51,15215,0.060926717,775,0.050936576,14188,0.932500822,32,0.002103188,59,0.003877752,44,0.002891883,15,0.000985869,2,0.000131449
UT,49,WASHINGTON,53,90354,0.077307036,4727,0.052316444,82293,0.910784249,174,0.001925759,1229,0.013602054,389,0.004305288,379,0.004194612,87,0.000962879
UT,49,WAYNE,55,2509,0.033479473,50,0.019928258,2409,0.960143483,4,0.001594261,9,0.003587086,2,0.00079713,4,0.001594261,15,0.005978477
UT,49,WEBER,57,196533,0.159693284,24858,0.126482575,162634,0.827514972,2559,0.013020714,1156,0.005881964,2380,0.012109926,287,0.001460315,145,0.00073779
VA,51,ACCOMACK,1,38305,0.374311449,2062,0.053831093,23697,0.618639864,12039,0.314293173,106,0.002767263,86,0.002245138,10,0.000261063,35,0.000913719
VA,51,ALBEMARLE,3,79236,0.15318792,2029,0.025607047,66218,0.835705992,7586,0.09573931,113,0.001426119,2267,0.028610732,6,7.57E-05,137,0.001729012
VA,51,ALEXANDRIA CITY,510,128283,0.431896667,18882,0.147190197,68889,0.537008021,28463,0.221876632,255,0.001987793,7199,0.056118114,100,0.000779527,506,0.003944404
VA,51,ALLEGHANY,5,12926,0.033343648,47,0.003636082,12428,0.961473,314,0.024292124,27,0.002088813,30,0.002320904,2,0.000154727,11,0.000850998
VA,51,AMELIA,7,11400,0.292280702,91,0.007982456,8007,0.702368421,3183,0.279210526,32,0.002807018,19,0.001666667,2,0.000175439,5,0.000438596
VA,51,AMHERST,9,31894,0.21925754,306,0.009594281,24645,0.772715871,6267,0.196494638,250,0.007838465,108,0.003386217,6,0.000188123,56,0.001755816
VA,51,APPOMATTOX,11,13705,0.237723459,65,0.004742795,10377,0.757168916,3132,0.228529734,17,0.001240423,23,0.00167822,3,0.000218898,18,0.001313389
VA,51,ARLINGTON,13,189453,0.368761645,35268,0.186156989,114489,0.604313471,17244,0.091019936,418,0.002206352,16232,0.085678242,114,0.000601732,587,0.003098394
VA,51,AUGUSTA,15,65615,0.050262898,620,0.009449059,61970,0.944448678,2354,0.035875943,91,0.001386878,184,0.002804237,11,0.000167645,38,0.000579136
VA,51,BATH,17,5048,0.073098257,18,0.003565769,4645,0.920166403,317,0.062797147,11,0.002179081,19,0.003763867,3,0.000594295,1,0.000198098
VA,51,BEDFORD CITY,515,6299,0.242419432,56,0.0088903,4703,0.746626449,1407,0.223368789,15,0.00238133,36,0.005715193,5,0.000793777,8,0.001270043
VA,51,BEDFORD,19,60371,0.076311475,449,0.007437346,55358,0.916963443,3752,0.062149045,113,0.00187176,258,0.004273575,7,0.00011595,28,0.000463799
VA,51,BLAND,21,6871,0.048173483,32,0.004657255,6495,0.945277252,285,0.041478679,5,0.000727696,8,0.001164314,1,0.000145539,0,0
VA,51,BOTETOURT,23,30496,0.048596546,181,0.005935205,28833,0.945468258,1067,0.034988195,65,0.002131427,144,0.004721931,1,3.28E-05,24,0.000786988
VA,51,BRISTOL CITY,520,17367,0.071227039,169,0.009731099,15964,0.919214602,952,0.054816606,41,0.002360799,64,0.00368515,0,0,11,0.000633385
VA,51,BRUNSWICK,25,18419,0.581627675,231,0.012541397,7629,0.414191867,10416,0.565503013,15,0.000814376,40,0.002171671,1,5.43E-05,10,0.000542918
VA,51,BUCHANAN,27,26978,0.032915775,128,0.004744607,26007,0.96400771,706,0.026169471,15,0.000556009,37,0.001371488,1,3.71E-05,1,3.71E-05
VA,51,BUCKINGHAM,29,15623,0.401907435,126,0.008065032,9184,0.587851245,6073,0.388721756,31,0.001984254,27,0.001728221,1,6.40E-05,21,0.001344172
VA,51,BUENA VISTA CITY,530,6349,0.065049614,64,0.010080328,5889,0.927547645,302,0.047566546,19,0.002992597,27,0.004252638,1,0.000157505,0,0
VA,51,CAMPBELL,31,51078,0.163299312,423,0.008281452,42298,0.828106034,7465,0.146149027,97,0.001899056,313,0.006127883,2,3.92E-05,41,0.000802694
VA,51,CAROLINE,33,22121,0.367976131,295,0.013335744,13710,0.619773066,7562,0.341847114,168,0.007594593,79,0.003571267,3,0.000135618,33,0.001491795
VA,51,CARROLL,35,29245,0.023457001,479,0.016378868,28436,0.972337152,129,0.00441101,40,0.001367755,28,0.000957429,0,0,10,0.000341939
VA,51,CHARLES CITY,36,6926,0.632977187,45,0.006497257,2454,0.354317066,3795,0.547935316,535,0.077245163,7,0.001010684,0,0,2,0.000288767
VA,51,CHARLOTTE,37,12472,0.34886145,206,0.016516998,8053,0.645686337,4087,0.327694035,17,0.001363053,20,0.001603592,0,0,21,0.001683772
VA,51,CHARLOTTESVILLE CITY,540,45049,0.296943329,1102,0.024462252,30825,0.684254922,9916,0.220115874,42,0.000932318,2215,0.049168683,13,0.000288575,89,0.001975627
VA,51,CHESAPEAKE CITY,550,199184,0.327440958,4076,0.020463491,131200,0.658687445,56442,0.283366134,722,0.003624789,3638,0.018264519,92,0.000461884,251,0.001260141
VA,51,CHESTERFIELD,41,259903,0.233948819,7617,0.029307088,196076,0.754419918,45797,0.176208047,795,0.003058833,6123,0.023558789,95,0.000365521,377,0.001450541
VA,51,CLARKE,43,12652,0.089709136,185,0.014622194,11422,0.902782169,848,0.067024976,23,0.001817894,61,0.004821372,4,0.000316156,14,0.001106544
VA,51,COLONIAL HEIGHTS CITY,570,16897,0.108007338,274,0.016215896,14920,0.882996982,1043,0.061726934,29,0.001716281,453,0.026809493,14,0.000828549,12,0.000710185
VA,51,COVINGTON CITY,580,6303,0.148818023,40,0.006346184,5271,0.836268444,828,0.131366016,22,0.003490401,41,0.006504839,1,0.000158655,6,0.000951928
VA,51,CRAIG,45,5091,0.009821254,17,0.003339226,5023,0.986643096,9,0.001767826,10,0.001964251,8,0.001571401,0,0,6,0.00117855
VA,51,CULPEPER,47,34262,0.216858326,858,0.025042321,26413,0.770912381,6188,0.180608254,96,0.002801938,225,0.006567042,4,0.000116747,59,0.001722024
VA,51,CUMBERLAND,49,9017,0.393811691,150,0.016635245,5386,0.597316181,3349,0.37140956,12,0.00133082,31,0.003437951,0,0,9,0.000998115
VA,51,DANVILLE CITY,590,48411,0.460432546,612,0.012641755,25813,0.533205263,21267,0.439300985,75,0.001549235,290,0.005990374,13,0.000268534,33,0.000681663
VA,51,DICKENSON,51,16395,0.009881061,70,0.004269594,16163,0.985849344,58,0.003537664,18,0.001097896,12,0.00073193,0,0,4,0.000243977
VA,51,DINWIDDIE,53,24533,0.350996616,237,0.009660457,15735,0.641380997,8221,0.335099662,54,0.002201117,74,0.003016345,8,0.000326091,17,0.000692944
VA,51,EMPORIA CITY,595,5665,0.58234775,84,0.014827891,2342,0.413415711,3174,0.560282436,4,0.00070609,30,0.005295675,4,0.00070609,3,0.000529568
VA,51,ESSEX,57,9989,0.411152268,72,0.007207929,5762,0.576834518,3879,0.38832716,54,0.005405947,81,0.00810892,2,0.00020022,19,0.001902092
VA,51,FAIRFAX CITY,600,21498,0.310400968,2932,0.13638478,14333,0.666713183,1035,0.048144013,55,0.002558378,2609,0.121360127,14,0.000651223,28,0.001302447
VA,51,FAIRFAX,59,969749,0.328696395,106958,0.11029452,624296,0.643770708,81287,0.083822721,1834,0.001891211,125585,0.129502583,616,0.000635216,2473,0.002550144
VA,51,FALLS CHURCH CITY,610,10377,0.184542739,876,0.084417462,8255,0.795509299,321,0.030933796,21,0.002023706,674,0.064951335,7,0.000674569,16,0.001541871
VA,51,FAUQUIER,61,55139,0.116958959,1114,0.020203486,48064,0.871687916,4801,0.087070857,132,0.00239395,318,0.005767243,17,0.000308312,67,0.001215111
VA,51,FLOYD,63,13874,0.035822424,187,0.013478449,13284,0.957474413,274,0.019749171,12,0.000864927,11,0.00079285,1,7.21E-05,12,0.000864927
VA,51,FLUVANNA,65,20047,0.201626177,235,0.011722452,15794,0.787848556,3664,0.182770489,35,0.001745897,75,0.003741208,8,0.000399062,25,0.001247069
VA,51,FRANKLIN CITY,620,8346,0.536784088,46,0.005511622,3800,0.455307932,4351,0.521327582,9,0.001078361,65,0.007788162,1,0.000119818,8,0.000958543
VA,51,FRANKLIN,67,47286,0.111068816,573,0.012117752,41749,0.882904031,4393,0.092902762,73,0.001543797,165,0.003489405,10,0.000211479,38,0.000803621
VA,51,FREDERICK,69,59209,0.051512441,1004,0.016956882,55653,0.939941563,1538,0.025975781,76,0.001283589,385,0.00650239,8,0.000135115,39,0.000658684
VA,51,FREDERICKSBURG CITY,630,19279,0.270294102,945,0.049017065,13759,0.713678095,3884,0.201462731,58,0.003008455,277,0.014367965,10,0.000518699,37,0.001919187
VA,51,GALAX CITY,640,6837,0.18107357,757,0.110721076,5549,0.811613281,412,0.060260348,21,0.003071523,47,0.00687436,1,0.000146263,0,0
VA,51,GILES,71,16657,0.025995076,105,0.006303656,16141,0.969022033,263,0.015789158,20,0.001200696,31,0.001861079,0,0,14,0.000840487
VA,51,GLOUCESTER,73,34780,0.130103508,560,0.016101208,29805,0.856958022,3562,0.102415181,139,0.00399655,232,0.0066705,18,0.000517539,14,0.00040253
VA,51,GOOCHLAND,75,16863,0.269762202,144,0.008539406,12194,0.723121627,4298,0.254877543,32,0.001897646,68,0.004032497,2,0.000118603,5,0.000296507
VA,51,GRAYSON,77,17917,0.085337947,277,0.015460177,16283,0.908801697,1214,0.067756879,20,0.001116258,12,0.000669755,2,0.000111626,4,0.000223252
VA,51,GREENE,79,15244,0.085410655,201,0.013185516,13769,0.903240619,982,0.064418788,26,0.001705589,65,0.004263973,1,6.56E-05,27,0.001771189
VA,51,GREENSVILLE,81,11560,0.611072666,108,0.009342561,4461,0.385899654,6881,0.595242215,8,0.000692042,46,0.003979239,2,0.00017301,19,0.001643599
VA,51,HALIFAX,83,37355,0.396332445,458,0.012260742,22313,0.597322982,14164,0.379172801,68,0.001820372,91,0.002436086,2,5.35E-05,22,0.000588944
VA,51,HAMPTON CITY,650,146437,0.495325635,4153,0.028360319,70963,0.484597472,64795,0.44247697,574,0.003919774,2650,0.018096519,114,0.000778492,248,0.001693561
VA,51,HANOVER,85,86320,0.115048648,847,0.009812326,75753,0.877583411,8026,0.092979611,277,0.00320899,669,0.007750232,6,6.95E-05,106,0.001227989
VA,51,HARRISONBURG CITY,660,40468,0.178066621,3580,0.08846496,32416,0.801027973,2266,0.05599486,57,0.00140852,1247,0.030814471,10,0.000247109,46,0.001136701
VA,51,HENRICO,87,262300,0.309050704,5946,0.0226687,178000,0.678612276,64342,0.245299276,862,0.003286313,9415,0.035894014,71,0.000270682,428,0.001631719
VA,51,HENRY,89,57930,0.266494044,2002,0.03455895,42087,0.726514759,13080,0.225789746,83,0.001432764,218,0.003763162,8,0.000138098,47,0.000811324
VA,51,HIGHLAND,91,2536,0.007886435,13,0.005126183,2507,0.988564669,1,0.000394322,3,0.001182965,3,0.001182965,0,0,0,0
VA,51,HOPEWELL CITY,670,22354,0.373848081,651,0.029122305,13655,0.610852644,7414,0.331663237,75,0.003355104,178,0.007962781,15,0.000671021,24,0.001073633
VA,51,ISLE OF WIGHT,93,29728,0.286295748,254,0.008544133,20992,0.70613563,8045,0.270620291,75,0.002522874,101,0.00339747,8,0.000269107,28,0.000941873
